MelSpecTime, Prediction Time
-0.26661229133605957,-0.044440507888793945
-0.2678360939025879,-0.047088623046875
-0.26578855514526367,-0.044516801834106445
-0.2633669376373291,-0.04524540901184082
-0.2672591209411621,-0.044293880462646484
-0.26765871047973633,-0.0446624755859375
-0.2670173645019531,-0.04459643363952637
-0.26984405517578125,-0.0439908504486084
-0.2741248607635498,-0.044306278228759766
-0.2675483226776123,-0.04466700553894043
-0.2650270462036133,-0.04483795166015625
-0.2684907913208008,-0.0440824031829834
-0.2628974914550781,-0.04355669021606445
-0.26729774475097656,-0.044843196868896484
-0.2691662311553955,-0.044655799865722656
-0.26339077949523926,-0.04406332969665527
-0.2675812244415283,-0.04514265060424805
-0.26773548126220703,-0.04451584815979004
-0.26494884490966797,-0.044626474380493164
-0.2605159282684326,-0.04340863227844238
-0.2678966522216797,-0.04497718811035156
-0.2665565013885498,-0.045223236083984375
-0.2685415744781494,-0.04465341567993164
-0.26728153228759766,-0.04511404037475586
-0.27001380920410156,-0.04440665245056152
-0.2673931121826172,-0.04507780075073242
-0.26715588569641113,-0.05003619194030762
-0.2667360305786133,-0.04327273368835449
-0.26751255989074707,-0.04257965087890625
-0.2681310176849365,-0.04349327087402344
-0.2673053741455078,-0.0439457893371582
-0.2662169933319092,-0.04358243942260742
-0.2679588794708252,-0.0437319278717041
-0.2686924934387207,-0.044123172760009766
-0.26616382598876953,-0.04428434371948242
-0.26503467559814453,-0.044190406799316406
-0.26844310760498047,-0.04443216323852539
-0.2635533809661865,-0.044205427169799805
-0.2632632255554199,-0.04400300979614258
-0.26589417457580566,-0.04419875144958496
-0.26140713691711426,-0.04420280456542969
-0.26580381393432617,-0.04574155807495117
-0.269672155380249,-0.044295549392700195
-0.26378560066223145,-0.044789791107177734
-0.26270198822021484,-0.04353618621826172
-0.265089750289917,-0.04413414001464844
-0.25911402702331543,-0.04321169853210449
-0.26694655418395996,-0.044374942779541016
